site_id,waterbody_name,municipality,description,latitude,longitude,pwl_id,fips_code,dec_region,nhd_reach_code,watershed_id,old_ribs_id,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present,"Hardness  (mg/L, as CaCO3) [n, ave, min, max]",Select Summary Statistics:, ,"pH (n, ave, min, max)", ,-- Data Availability --,x,y
14-WDEL-12.0,West Branch Delaware River,Sanford,opposite rt. 17 rest area.,42.02861,-75.40944,1404-0002,25,4,,D-71 (portion 2),,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8394540.461805912,5165266.047191455
14-WDEL-13.3,West Branch Delaware River,Sanford,1 km below deposit stp.,42.045,-75.42083,1404-0002,25,4,,D-71 (portion 2),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8395808.390806047,5167722.61108762
14-WDEL-14.6,West Branch Delaware River,Deposit,above rr bridge; 0.3km above deposit stp.,42.06253,-75.41569,1404-0002,25,4,,D-71 (portion 2),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8395236.208623372,5170350.741809665
14-WDEL-16.2,West Branch Delaware River,Deposit,above cold spring br.mouth; nr rte 10 cross.of ck.,42.08,-75.40138,1404-0002,25,4,,D-71 (portion 2),,T,T,T,T,T,F,F,[object Promise],,,[object Promise],,,-8393643.226710118,5172970.599195392
14-WDEL-35.4,West Branch Delaware River,Walton,at rte 10 bridge.,42.12861,-75.16054,1404-0021,25,4,,D-71 (portion 4),14041035,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8366833.040547466,5180264.109294481
14-WDEL-40.2,West Branch Delaware River,Walton,50 m below rte 206 bridge.,42.16667,-75.12999,1404-0021,25,4,,D-71 (portion 4),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8363432.230103732,5185978.590485229
14-WDEL-44.3,West Branch Delaware River,Walton,below landfill.,42.15805,-75.06166,1404-0021,25,4,,D-71 (portion 4),,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8355825.769297826,5184684.048081867
14-WDEL-47.3,West Branch Delaware River,Hamden,30 m below rt. 26 bridge.,42.175,-75.01778,1404-0021,25,4,,D-71 (portion 4),,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8350941.070041819,5187229.748598681
14-WDEL-49.5,West Branch Delaware River,Hamden,clove basin rd. covered bridge.,42.19577,-74.98856,1404-0003,25,4,,D-71 (portion 5),,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8347688.314520837,5190350.100841877
14-WDEL-51.0,West Branch Delaware River,Hamden,40 m above bagley rd. bridge.,42.20917,-74.97417,1404-0003,25,4,,D-71 (portion 5),,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8346086.427048323,5192363.775575709
14-WDEL-56.4,West Branch Delaware River,Delhi,above arbor hill rd. (sherwood rd.) bridge.,42.25972,-74.9286,1404-0070,25,4,,D-71-61,14041059,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8341013.597852873,5199963.986125808
14-WDEL-57.5,West Branch Delaware River,Delhi,50 m below bridge st. bridge.,42.27472,-74.91666,1404-0003,25,4,,D-71 (portion 5),,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8339684.443132805,5202220.413467842
14-WDEL-57.9,West Branch Delaware River,Delhi,bridge st. bridge.,42.278333,-74.9125,1404-0003,25,4,,D-71 (portion 5),14041060,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8339221.354051103,5202763.991851676
14-WDEL-65.4,West Branch Delaware River,Kortright,at rt. 10 dec fishing access.,42.32861,-74.81582,1404-0076,25,4,,D-71-62 thru 96,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8328458.98568121,5210331.438844332
14-WDEL-68.4,West Branch Delaware River,Kortright,off rt 10 pull off.,42.3396,-74.76609,1404-0003,25,4,,D-71 (portion 5),,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8322923.067404059,5211986.404982177
14-WDEL-75.3,West Branch Delaware River,Stamford,50 m upstream of river street.,42.3709,-74.6718,1404-0003,25,4,,D-71 (portion 5),,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8312426.752617162,5216701.40651992
14-WDEL-75.7,West Branch Delaware River,Stamford,100 m upstream of cornell ave bridge.,42.37278,-74.66722,1404-0003,25,4,,D-71 (portion 5),14041077,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8311916.909349331,5216984.6826723395
14-WDEL-79.3,West Branch Delaware River,Stamford,10 m below school st bridge.,42.40917,-74.62111,1404-0003,25,4,,D-71 (portion 5),,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8306783.967628853,5222469.555909704
07-FSHO_W-1.2,West Branch Fish Creek,Vienna,100 m below mcconnellsville rd. bridge.,43.27389,-75.64971,0703-0060,65,6,,ONT-66-11-P26-24,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8421287.195858812,5353754.052335716
07-FSHO_W-10.7,West Branch Fish Creek,Camden,20 m upstream of blakesley rd. bridge.,43.31486,-75.7084,0703-0061,65,6,,ONT-66-11-P26-24,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8427820.536773471,5360020.2087434465
07-FSHO_W-14.5,West Branch Fish Creek,Camden,at bridge on sr 13/main street.,43.332,-75.74799,0703-0062,65,6,,ONT-66-11-P26-24,,T,F,F,T,T,T,T,[object Promise],,,[object Promise],,,-8432227.675413974,5362642.939234303
07-FSHO_W-19.5,West Branch Fish Creek,Williamstown,150 meters downstream of lovers lane.,43.436,-75.89,0703-0062,75,7,,ONT-66-11-P 26-24,,T,F,F,T,T,T,T,[object Promise],,,[object Promise],,,-8448036.15630153,5378572.720331099
02-FORA_W-0.5,West Branch Fourmile Creek,Allegany,walk 100 meters northwest off west branch rd. when you come to coordinates 42.058 / -78.5.,42.059,-78.501,0201-0049,9,9,,PA-53-48-2,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8738691.346762765,5169821.459207405
03-FORM_W-0.7,West Branch Fourmile Creek,Webster,"ridge rd. 


























fourmile ck splits above sr 104 and topo maps call both branches fourmile creek. so we have split them into east and west branches (not official designation).",43.222425,-77.37907,0302-0006,55,8,,Ont  99,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8613798.670457067,5345888.713019869
06-GREA_W-1.1,West Branch Great Brook,New Berlin,100 m off west brook rd.,42.588448,-75.406755,0601-0051,17,7,2050101000510,SR-146-19,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8394241.568973133,5249537.765334679
15-HACK_W-1.4,West Branch Hackensack River,Clarkstown,just below old state rt 304 bridge (cr29).,41.17139,-73.96944,1501-0029,87,3,,NJ- 1/P977a-,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8234240.395063598,5037654.612593437
15-HACK_W-4.6,West Branch Hackensack River,Clarkstown,above north little tor rd.,41.182483,-74.00465,1501-0009,87,3,,NJ- 1/P977a-12,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8238159.954334429,5039295.239590296
17-MAMR_W-0.9,West Branch Mamaroneck River,Scarsdale,saxon woods rd. above teramar.,40.99222,-73.75166,1702-0124,119,3,,(MW3.3)  LIS- 8-6,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8209997.236358637,5011194.183341595
12-MOHK_W-1.1,West Branch Mohawk River,Lee,40 m above rte 26 bridge.,43.36778,-75.48054,1201-0217,65,6,,H-240,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8402455.277601313,5368120.313824487
14-MONG_W-0.2,West Branch Mongaup River,Bethel,20 m above gale rd. bridge.,41.68111,-74.775,1401-0061,105,3,,D-10-22,14012300,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8323914.924067029,5113330.316909967
14-MONG_W-2.3,West Branch Mongaup River,Bethel,creamery rd. at trib.,41.70722,-74.7886,1401-0061,105,3,,D-10-22,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8325428.869141817,5117222.81577816
14-MONG_W-3.3,West Branch Mongaup River,Bethel,30 m above blum rd. bridge at inter w/creamery rd.,41.71556,-74.79277,1401-0061,105,3,,D-10-22,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8325893.071418423,5118466.482472551
14-MONG_W-3.6,West Branch Mongaup River,Bethel,50 m below unnamed trib that runs by landfill.,41.71917,-74.79027,1401-0061,105,3,,D-10-22,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8325614.772691441,5119004.858268105
14-MONG_W-5.7,West Branch Mongaup River,Bethel,off rte 55. 2.3 mi north of inter w/old white lake tpke.,41.745,-74.78527,1401-0061,105,3,,D-10-22,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8325058.175237474,5122857.88690494
14-MONG_W-10.9,West Branch Mongaup River,Liberty,firesmans park off shore rd. 50 m upstream of bridge.,41.7925,-74.8273,1401-0061,105,3,,D-10-22,,T,F,T,F,F,T,T,[object Promise],,,[object Promise],,,-8329736.933435518,5129947.450720425
09-GTCH_W-11.9,West Branch Oswegatchie,Pitcairn,160 m nw off garrison.,44.21059,-75.30987,0905-0133,89,6,,SL-25-73,,T,F,T,F,T,T,T,[object Promise],,,[object Promise],,,-8383456.380107628,5498089.517604861
09-GTCH_W-41.9,West Branch Oswegatchie,Croghan,rubar rd. bridge.,43.9899,-75.25471,0905-0003,49,6,,SL-25-73,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8377315.9969954705,5463879.318073092
09-GTCH_W-41.1,West Branch Oswegatchie River,Croghan,walk 250 meters east off besha rd. when you come to coordinates 43.999980 / -75.258615.,44.0001,-75.25584,0905-0003,49,6,,SL-25-73,,T,F,F,F,F,T,T,[object Promise],,,[object Promise],,,-8377441.788020066,5465457.658566105
09-GTCH_W-49.1,West Branch Oswegatchie River,Croghan,"100 m off long pond rd.


























access on jake pond trailhead.",43.991823,-75.177893,0905-0003,49,6,,SL-25-73,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8368764.767671203,5464176.860926875
06-OTGO_W-0.5,West Branch Otego Creek,Laurens,20 m below cr 11 bridge.,42.59066,-75.06486,0601-0165,77,4,,SR-172-29,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8356181.991668364,5249872.228610359
06-OTGO_W-3.5,West Branch Otego Creek,New Lisbon,300 m off cr 14 below trib confluence.,42.62412,-75.080234,0601-0165,77,4,2050101000368,SR-172-29,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8357893.417519821,5254932.963423323
06-OWGO_W-1.5,West Branch Owego Creek,Candor,50 m below west creek rd. bridge.,42.18639,-76.24722,0603-0011,107,7,,SR-16-7,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8487801.704802701,5188940.782562637
06-OWGO_W-2.5,West Branch Owego Creek,Newark Valley,end of trailer park rd. bushwack to creek though cornfield.,42.19788,-76.2426,0603-0011,107,7,,SR-16-7,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8487287.408755237,5190667.151148569
06-OWGO_W-7.8,West Branch Owego Creek,Candor,back west creek rd. adj. to rd.,42.26231,-76.24566,0603-0035,107,7,,SR-16-7,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8487628.046397066,5200353.557567398
06-OWGO_W-9.1,West Branch Owego Creek,Candor,50 m below west creek rd. bridge.,42.2775,-76.24861,0603-0035,107,7,,SR-16-7,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8487956.438894905,5202638.6636531595
06-OWGO_W-13.1,West Branch Owego Creek,Caroline,50 m above blackman hill rd. bridge.,42.33055,-76.24693,0603-0035,109,7,,SR-16-7,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8487769.42215037,5210623.559255643
11-SACN_W-2.0,West Branch Sacandaga River,Wells,5 m above blackbridge rd. bridge.,43.36972,-74.32278,1104-0063,41,5,,H-369-20,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8273574.023940493,5368417.390675518
11-SACN_W-26.4,West Branch Sacandaga River,Arietta,rte 10 bridge; 100 m above.,43.2514,-74.5165,1104-0156,41,5,,H-369-20,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8295138.835696964,5350316.112831691
03-SNDY_W-0.5,West Branch Sandy Creek,Murray,hulberton rd. 20 m below bridge.,43.275,-78.05695,0301-0052,73,8,,ONT-130-2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8689259.926876012,5353923.765659708
09-REGI_W-2.7,West Branch St. Regis River,Stockholm,30 m above mccarthy rd. bridge.,44.78611,-74.81528,0902-0110,89,6,,SLC-32-20,09022203,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8328398.873156182,5587911.500753098
06-NIOG_W-3.8,West Branch Tioghnioga Creek,Cuyler,50 m below w. keeney settlement rd.,42.78444,-75.96333,0602-0059,23,7,,SR-44-14-59-25,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8456199.2145614,5279218.760652
06-TOGH_W-0.5,West Branch Tioughnioga River,Cortland,5 m below rt. 13 bridge.,42.6075,-76.16722,0602-0060,23,7,,SR-44-14-60,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8478896.14553924,5252418.893442262
06-TOGH_W-2.1,West Branch Tioughnioga River,Cortlandville,15 m below miller st. bridge.,42.61945,-76.18249,0602-0060,23,7,,SR-44-14-60,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8480595.994163653,5254226.475254677
06-TOGH_W-4.3,West Branch Tioughnioga River,Homer,100 m below rt. 11 bridge.,42.64833,-76.1761,0602-0060,23,7,,SR-44-14-60,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8479884.662617482,5258596.356837042
06-DILA_W-3.8,West Branch Unadilla River,Bridgewater,at rte 20 bridge.,42.87801,-75.24315,0601-0153,65,6,,SR-146-64,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8376029.143681898,5293422.11966736
14-UNVR_W-0.4,West Branch Upper Neversink River,Neversink,2nd bridge from inters. of cr 19 and cr 157 (frost valley rd) bridge. near usgs gage.,41.92065,-74.5748,1402-0008,105,3,,D- 1-P58b-83,14022200,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8301628.762010215,5149100.599921547
14-UNVR_W-5.9,West Branch Upper Neversink River,Denning,above high falls brook.,41.97417,-74.52056,1402-0008,111,3,,D- 1-P58b-83,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8295590.79282959,5157111.02026764
14-UNVR_W-8.3,West Branch Upper Neversink River,Denning,1.3 mi upstream of ymca; 0.9 mi up from biscuit brook.,41.990556,-74.484722,1402-0008,111,3,,D- 1-P58b-83,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8291601.324918539,5159564.883611079
14-UNVR_W-11.7,West Branch Upper Neversink River,Shandaken,oliverea rd. slide mt. trailhead. 100 m up trail.,42.00861,-74.4275,1402-0008,111,3,,D- 1-P58b-83,,T,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8285231.401016363,5162269.26756091
14-UNVR_W-12.4,West Branch Upper Neversink River,Denning,5 miles from frost valley. off oliverea rd.,41.95404,-74.55296,1402-0008,111,3,,D- 1-P58b-83,,T,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8299197.544331291,5154097.343247389
14-UNVR_W-12.5,West Branch Upper Neversink River,Shandaken,at falls 50 m upstream of hiking ford. near winisook lake.,42.01111,-74.41389,1402-0008,111,3,2040104000154,D-1-P58b-83,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8283716.342746669,5162643.813478081
10-WESB-1.4,West Brook,Franklin,hike in on logging rd.,44.59305,-73.9868,1003-0038,33,5,,C- 15-22,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8236172.901423768,5557681.449910804
10-WSBR-0.2,West Brook,Lake George,30 m below foot bridge; opposite action park.,43.41833,-73.71083,1006-0008,113,5,,C-101-P367-32 thru 41,10063101,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8205452.061549553,5375864.26098843
10-WSBR-0.5,West Brook,Lake George,gage rd.; 5 m above culvert.,43.4163,-73.717,1006-0008,113,5,,C-101-P367-32 thru 41,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8206138.902807746,5375553.153012488
10-WSBR-1.0,West Brook,Lake George,off prospect hwy; 50 m below culvert.,43.41195,-73.725,1006-0008,113,5,,C-101-P367-32 thru 41,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8207029.45873409,5374886.528181824
13-WSBK-0.1,West Brook,Stephentown,5 m above rte 43 bridge.,42.55,-73.37861,1310-0022,83,4,,H-204- 2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8168469.50031821,5243726.168310271
13-WSBK-3.0,West Brook,Stephentown,10 m below cr 31 bridge; downstream of mine.,42.58778,-73.37139,1310-0022,83,4,,H-204- 2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8167665.77359468,5249436.763387686
13-WSBK-3.4,West Brook,Stephentown,off access rd. to landfill.,42.59139,-73.37472,1310-0022,83,4,,H-204- 2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8168036.467499022,5249982.610144472
14-WSTB-1.1,West Brook,Walton,austin lincoln park rd; 20 m downstream.,42.1775,-75.12778,1404-0058,25,4,,D-71-38,14042301,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8363186.214029079,5187605.278381169
14-WSTB-2.8,West Brook,Walton,rte 23 bridge. just abv kerrs ck; 300 m below.,42.19861,-75.12083,1404-0058,25,4,,D-71-38,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8362412.543568064,5190776.844003845
12-CANW-72.3,West Canada,Ohio,West Canada at Wilmurt USGS gage,43.366,-74.958,1203-0008,43,6,2020004000331,H-240-180 (portion 5),,T,T,T,F,F,F,T,[object Promise],,,[object Promise],,,-8344286.390882197,5367847.746515271
12-CANW-0.9,West Canada Creek,Herkimer,below rte 5 bridge.,43.03861,-74.98528,1203-0023,43,6,,H-240-180,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8347323.186591039,5317850.5303481985
12-CANW-4.0,West Canada Creek,Herkimer,50 m above west end rd. bridge.,43.07111,-74.989722,1203-0023,43,6,,H-240-180,12031004,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8347817.6677691415,5322801.785027512
12-CANW-5.3,West Canada Creek,Herkimer,0.3 miles north of canw-07. above west end rd. bridge.,43.08304,-74.9849,1203-0023,43,6,,H-240-180 (portion 1),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8347280.885184537,5324619.93507146
12-CANW-9.2,West Canada Creek,Fairfield,above rte 28. off fishing rock rd.,43.139,-74.972,1203-0023,43,6,,H-240-180,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8345844.863753303,5333153.053124069
12-CANW-15.2,West Canada Creek,Newport,off rte 28. below brown island.,43.17444,-75.00945,1203-0082,43,6,,H-240-180,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8350013.778683511,5338561.19744585
12-CANW-20.3,West Canada Creek,Newport,above rte 200 bridge.,43.21868,-75.0576,1203-0011,43,6,,H-240-180,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8355373.812165207,5345316.6280472325
12-CANW-27.6,West Canada Creek,Russia,below trenton falls rd. bridge.,43.271,-75.15899,1203-0011,65,6,,H-240-180,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8366660.495336736,5353312.200634831
12-CANW-41.1,West Canada Creek,Ohio,above harvey bridge rd.,43.35444,-74.99805,1203-0008,43,6,,H-240-180,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8348744.736488468,5366077.784886126
12-CANW-46.3,West Canada Creek,Ohio,120 m below cr 69 bridge.,43.3745,-74.906799,1203-0008,43,6,,H-240-180 (portion 5),,T,F,F,F,F,T,T,[object Promise],,,[object Promise],,,-8338586.721634091,5369149.404087232
12-CANW-50.2,West Canada Creek,Ohio,haskell rd. 3.1 mi. above rt. 8.,43.39556,-74.86,1203-0008,43,6,,H-240-180,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8333377.080784455,5372375.238384677
12-CANW-52.8,West Canada Creek,Ohio,walk 200 ft east off haskell rd. when you come to coord 43.438195 / -74.8294.,43.4238,-74.83595,1203-0025,43,6,,H-240-180,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8330699.847030877,5376702.618639033
12-WCANW-9.2,West Canada Creek,Middleville,upstream of route 28 bridge.,43.138353,-74.97061,1203-0023,43,6,,H-240-180,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8345690.129661099,5333054.350062757
03-WSTC-1.5,West Creek,Hamlin,State RT. 260/walker lake ontario Rd.,43.3041801,-77.8577423,0301-0026,55,8,4130001000594,Ont 125- 1 -1,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8667084.227149915,5358386.364635082
09-WSCK-1.2,West Creek,Le Ray,30 m above cr 46 noble rd. bridge.,44.08889,-75.80916,0906-0042,45,6,,SL-25-7-3-25,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8439037.088665798,5479208.4358884245
09-WSCK-3.4,West Creek,Le Ray,north star rd; low gradient.,44.061953,-75.827492,0906-0043,45,6,,SL-25-7/P1-3-25-1,09066102,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8441077.797571018,5475034.56360001
09-WSCK-6.3,West Creek,Le Ray,20 m upstream of rte 342 overpass/culvert.,44.02867,-75.83028,0906-0043,45,6,,SL-25-  7/P1- 3-25- 1,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8441388.156311354,5469880.004338778
12-WECR-1.0,West Creek,Richmondville,10 m above patrick rd. bridge.,42.66806,-74.52194,1202-0018,95,4,,H-240-82-63-13,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8295744.413726882,5261582.903044804
12-WESC-13.4,West Creek,Seward,100 m above west creek rd. bridge.,42.735,-74.61972,1202-0035,95,4,,H-240-82-63-13,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8306629.233536649,5271722.736348006
12-WESC-14.6,West Creek,Seward,100 m above West Creek Rd bridge,42.733247,-74.617944,1202-0035,95,4,2020005000036,H-240- 82- 63-13,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8306431.530120999,5271457.058665454
04-WDIT-0.1,West Ditch (previous Twomile Ck),Groveland,pioneer rd. bridge near gen expy overpass.,42.683558,-77.797583,0404-0019,51,8,4130002000401,Ont 117- 66- 8,,T,T,T,F,T,T,T,[object Promise],,,[object Promise],,,-8660387.324507434,5263929.512771435
12-WESK-0.3,West Kill,Blenheim,30 m above rte 30 bridge.,42.46889,-74.45971,1202-0050,95,4,,H-240-82-104,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8288817.001814817,5231477.737928315
12-WKIL-3.0,West Kill,Lexington,rte 42 bridge.,42.21194,-74.38695,1202-0062,39,4,,H-240-82-128,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8280717.395664697,5192780.088477373
12-WKIL-9.6,West Kill,West Kill,upstream of spruceton rd.,42.18506,-74.27654,1202-0062,39,4,,H-240-82-128,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8268426.610686211,5188740.970779162
07-ONON_W-2.1,West Onondaga Creek,Onondaga,rte 80 bridge; 40 m downstream.,42.92778,-76.2125,0702-0025,67,7,,ONT-66-12-12-P154-4-11,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8483936.69208236,5300985.6790118525
07-WEST-7.3,West River,Middlesex,williams st.,42.705,-77.276,0704-0049,123,8,4140201005718,Ont  66-12-52..P286-18,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8602324.970541002,5267177.091032829
07-WEST-10.3,West River,Middlesex,10 m below valley view rd. bridge.,42.73895,-77.25699,0704-0050,123,8,,ONT-66-12-52-P286-18,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8600208.787021024,5272321.410108539
11-WSTN-0.1,West Stony Creek,Benson,west stony creek rd; 200 m above rte 30 bridge.,43.254722,-74.22361,1104-0130,41,5,,H-369-P127-46,11043201,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8262534.470038522,5350823.851265045
11-WSTN-0.2,West Stony Creek,Benson,west stony creek rd; 200 m above rte 30 bridge.,43.25306,-74.22471,1104-0130,41,5,,H-369-P127-46,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8262656.921478396,5350569.825745178
11-WSTN-9.5,West Stony Creek,Bleecker,barlow rd. bridge.,43.184192,-74.336666,1104-0131,35,5,,H-369-P127-46,,T,F,F,T,T,T,T,[object Promise],,,[object Promise],,,-8275119.80638965,5340049.90328658
01-WCAN-5.1,Western Barge Canal,Amherst,rte 62 bridge.,43.05169,-78.82687,0102-0022,29,9,,ONT-158-12,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8774967.029227572,5319842.904421672
01-WCAN-10.4,Western Barge Canal,Pendleton,west of tonawanda ck confluence.,43.07405,-78.742,0102-0022,63,9,,ONT-158-12,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8765519.344043942,5323249.812608117
03-LRNC_55-19.2,Western Barge Canal,Royalton,access from towpath along river.,43.19833,-78.58167,0301-0073,63,9,,Barge Canal,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8747671.490085058,5342208.582745576
03-WCAN-13.0,Western Barge Canal,Lockport,west of locks.,43.17045,-78.69339,0301-0073,63,9,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8760108.103596482,5337952.166685946
03-WCAN-20.0,Western Barge Canal,Royalton,100 m east of guardgate off telegraph rd.,43.2009,-78.5667,0301-0073,63,9,,Barge Canal,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8746005.037307883,5342601.040356797
03-WCAN-25.6,Western Barge Canal,Royalton,below guard gate.,43.21542,-78.46099,0301-0073,63,9,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8734237.453936128,5344818.660121197
03-WCAN-32.4,Western Barge Canal,Ridgeway,west of culvert rd.,43.23509,-78.34548,0301-0074,73,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8721378.939554593,5347823.674695334
03-WCAN-40.4,Western Barge Canal,Albion,between guard gate and gaines basin.,43.24882,-78.1956,0301-0074,73,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8704694.374274498,5349921.80166762
03-WCAN-47.1,Western Barge Canal,Murray,1 km above lift bridge.,43.25411,-78.06621,0301-0074,73,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8690290.745360756,5350730.310375513
03-WCAN-51.8,Western Barge Canal,Clarkson,200 m east of rt. 31 bridge off canal rd.,43.22018,-77.99344,0301-0008,55,8,,Barge Canal,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8682190.02601573,5345545.763337036
03-WCAN-58.4,Western Barge Canal,Sweden,below gallup rd.,43.20295,-77.87312,0301-0008,55,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8668796.064883485,5342914.102054999
03-WCAN-66.1,Western Barge Canal,Greece,below elm grove rd. bridge.,43.18875,-77.73191,0301-0008,55,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8653076.639588566,5340745.793001832
03-WCAN-73.0,Western Barge Canal,Chili,west of genesee river junction.,43.12319,-77.64617,0301-0008,55,8,,Barge Canal,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8643532.106447954,5330741.45813051
